tick lo hi live mean spread devi
0 2.0703499856389307e-05 0.9999274400439696 12000 0.4983674832361589 0.08313232063247841 0.2883267601740747
1 0.011810419822191665 0.9793697933999784 12000 0.49863925290382993 0.026824766985144678 0.16378268218937153
2 0.028236496141765516 0.9396052879890286 12000 0.4987138630289417 0.01152480336791635 0.10735363695709778
3 0.1739450669448659 0.8615722512412807 12000 0.4988736867179673 0.006496242911927958 0.08059927364392286
4 0.15682879787096687 0.7811982950348989 12000 0.49922096816537853 0.004455897941455187 0.06675251262278586
5 0.21271078651596614 0.7792407135622522 12000 0.4996482406440638 0.0035450103387639612 0.059539989408497224
6 0.15878089177962396 0.8310445664042778 12000 0.5002955853509613 0.0030177021508693224 0.05493361585467793
7 0.15272897535631086 0.8280083749276084 12000 0.49994355204367624 0.002635036172974099 0.051332603411224906
8 0.15109171636181656 0.7538685206627066 12000 0.4999111605435903 0.002317529694344201 0.04814072802050465
9 0.1844607083505416 0.8004730692580206 12000 0.4998476446630808 0.0020713017669320545 0.04551155641078488
10 0.22633497004175643 0.8306174830911162 12000 0.4998596759574015 0.0019468618419982713 0.04412325738200061
11 0.2173463483402649 0.7635296218864807 12000 0.4998367944494584 0.0018207318039631043 0.04267003402814561
12 0.22601525765837963 0.7505622635121303 12000 0.49969140908121795 0.0015728146927068989 0.03965872782511939
13 0.22347429947943265 0.7624441630288492 12000 0.4993497030758294 0.001570669270711465 0.03963167004696452
14 0.2080556969442795 0.8631566864814392 12000 0.4991942793209849 0.0015294369915596982 0.03910801697299031
15 0.21546297098877318 0.7466197248383304 12000 0.49814567047031216 0.0014918209141130839 0.03862409758315505
16 0.24272919598169865 0.751880146028068 12000 0.4979312540386577 0.001447882626787881 0.038051052899859175
17 0.23343716361721936 0.7583400707702803 12000 0.4971363990897454 0.001331434643013191 0.03648882901674416
18 0.21854654293702883 0.7950746222681333 12000 0.4974064721650218 0.0013450943997332968 0.036675528622411115
19 0.21906708563420957 0.7464115259485223 12000 0.4973576709365143 0.0012683987295231064 0.03561458590975201
20 0.2154844218878293 0.7474989859024708 12000 0.4975933072291344 0.0012972456204877556 0.03601729612960634
21 0.23213603624674722 0.7432921090006428 12000 0.4975420477665045 0.0012300968165021144 0.03507273608520035
22 0.17871138426571154 0.7636071918066828 12000 0.49790278340257227 0.0012327340585810724 0.03511031270981608
23 0.21469939609612082 0.8076186347599988 12000 0.4977864225928581 0.0012110477079008005 0.03480011074552494
24 0.2370172027898259 0.7469987261355024 12000 0.4976257128352582 0.0012348606957712186 0.03514058473860699
25 0.23970832231814002 0.8155860571754372 12000 0.4982360443922634 0.0012438679241789316 0.035268511794218534
26 0.2507182557853216 0.7632446260933594 12000 0.49805098498308714 0.0012080523162712642 0.03475704700159759
27 0.19676397170536997 0.8916310310380249 12000 0.49789758736778655 0.0012164761618761572 0.03487801831922446
28 0.2303924443588713 0.7453569013828089 12000 0.4980983318419176 0.0011722712684399926 0.03423844722588909
29 0.23705233825693167 0.8174149427591987 12000 0.49803471987724873 0.0012421477703356938 0.035244116818778336
30 0.18924315153270918 0.7773595241927934 12000 0.4975998796589886 0.0012974756765681498 0.03602048967696233
31 0.19910104752729757 0.739617396213887 12000 0.4974455146912275 0.0012752821499761732 0.035711092814084716
32 0.23430085713966575 0.7523435712449958 12000 0.49736653563277083 0.0012927698682478393 0.03595510907017026
33 0.17215578223897376 0.7643986069206207 12000 0.49790323125068076 0.0011773573425841396 0.03431264114847675
34 0.21194487965293884 0.8242360199461399 12000 0.4981259036048653 0.0011589121368035522 0.03404279860416226
35 0.22508444987616444 0.7878308061748394 12000 0.49846891164218093 0.0011452078348078674 0.0338409195325403
36 0.22264906480044352 0.7562785422989476 12000 0.49867217955638815 0.0012171840979257984 0.03488816558556495
37 0.24872799681635038 0.7508105707547994 12000 0.4985849103344474 0.0011621987679899873 0.034091036475736365
38 0.1852226973397297 0.7681023554668954 12000 0.4984598570192711 0.0012600971297039383 0.035497846831940925
39 0.24362050160905221 0.8516721755262029 12000 0.4989031656217906 0.0012171559851048676 0.03488776268413994
40 0.2275225120380074 0.7538003850159815 12000 0.49973446360406787 0.0011842915931697974 0.03441353793450765
41 0.25441585970759273 0.8691119478330699 12000 0.49965938664235116 0.001224876189369694 0.03499823123201648
42 0.24019654383361433 0.7494426784052193 12000 0.499818254562329 0.001181785359153915 0.0343771051595959
43 0.25110619382142063 0.789299510124641 12000 0.49972102303928007 0.0012365755905985867 0.03516497676095616
44 0.20594721292554266 0.7468176905556796 12000 0.4993795758522066 0.0013193495251412708 0.036322851280444254
45 0.2418328754024473 0.8018927554835882 12000 0.5002887451982705 0.0013730204025796911 0.03705428993490081
46 0.24334013232684268 0.7729957657043847 12000 0.5006209711330082 0.0012546932985817844 0.03542165013917031
47 0.22415536675030354 0.7606042815413561 12000 0.5000647560444568 0.0012617383603893422 0.03552095663674251
48 0.24256996230436081 0.8110315034825634 12000 0.4997531414385287 0.0012443604605555623 0.03527549376770738
49 0.2521251869049318 0.7608709619160887 12000 0.4994809410683681 0.0012399992785556858 0.03521362347949563
50 0.245518628355345 0.7650484919187432 12000 0.49896536515603784 0.0012806207002875698 0.03578576113886038
51 0.22331586640713796 0.7800476911206249 12000 0.49838652717553245 0.0012764618925663691 0.03572760686872785
52 0.24737414049282913 0.7880849476478344 12000 0.4991767811437298 0.0012780014899232844 0.035749146702030304
53 0.25536634915025525 0.7790871328618034 12000 0.49933765821467485 0.0011958074196122333 0.034580448516643526
54 0.2449490589816408 0.7501509226316345 12000 0.5003271991002449 0.0011462059398728442 0.03385566333529509
55 0.2597482835445597 0.7541491924043449 12000 0.500507611365117 0.0011610752584808046 0.03407455441353276
56 0.24535880264124038 0.7405697344558202 12000 0.5004091219556143 0.0010837064730523653 0.03291969734144537
57 0.2538484461892315 0.7500979456394772 12000 0.5006709129494827 0.0011713531374667224 0.0342250367051187
58 0.2561550250179403 0.779309184249954 12000 0.5006308347216749 0.001190906806624309 0.03450951762375575
59 0.248327274516979 0.8168315751322922 12000 0.5012395899690383 0.0012068906744871087 0.034740332100990465
60 0.24009111094361724 0.7508668846290177 12000 0.5007774775974662 0.0011606200364287001 0.034067873964025115
61 0.261561614493876 0.751898075765757 12000 0.5009193467376785 0.0011321069968487924 0.03364679772056759
62 0.23714800680132758 0.7704596630588387 12000 0.5007057157020257 0.0011325088989727022 0.03365276955872581
63 0.23228999323486385 0.7761933564973122 12000 0.5005180490867814 0.0011079291268474036 0.033285569348403876
64 0.22902784870111897 0.8401225169444708 12000 0.5003281546244654 0.0011656133014323286 0.034141079382941725
65 0.23864490382574777 0.7528035594660689 12000 0.500237812000089 0.0011686573090785917 0.034185630154768124
