tick lo hi live mean spread devi
0 2.0703499856389307e-05 0.9999274400439696 12000 0.4983674832361589 0.08313232063247841 0.2883267601740747
1 0.026197867978893452 0.9904727690140431 12000 0.4983674832361589 0.02687047969582771 0.16392217572930062
2 0.04035989055332823 0.9372936813690482 12000 0.4983674832361589 0.011407187315502013 0.10680443490558814
3 0.13986181134625963 0.8188098919888385 12000 0.4983674832361589 0.006327007944527389 0.07954249144028235
4 0.2680912678837576 0.7372791238273383 12000 0.4983674832361589 0.004223664125664462 0.06498972323117296
5 0.2842694521076863 0.7222419777962762 12000 0.4983674832361589 0.00315721647691866 0.056189113508923236
6 0.32455180718561577 0.7222419777962762 12000 0.4983674832361589 0.0024771246350968365 0.049770720660814595
7 0.33746998468789313 0.6808274956891025 12000 0.4983674832361589 0.002005978601982823 0.04478815247342564
8 0.3458553442528389 0.6457768609823867 12000 0.4983674832361589 0.0016624994589320907 0.04077375944074928
9 0.3560755334133772 0.6301093324219099 12000 0.4983674832361589 0.0013969297865927305 0.037375523897234274
10 0.3570348231701702 0.6174948581700608 12000 0.4983674832361589 0.0011920213979320976 0.03452566288910464
11 0.36287086703859384 0.6132258875125445 12000 0.4983674832361589 0.001023734940718242 0.031995858180680854
12 0.36669333072455945 0.6132258875125445 12000 0.4983674832361589 0.000886580938741254 0.02977550904252107
13 0.37857557059782676 0.591043937987338 12000 0.4983674832361589 0.0007732560241049142 0.02780748144124013
14 0.39276804777369795 0.588979693434424 12000 0.4983674832361589 0.0006780856280912844 0.026040077344187833
15 0.3956969895432789 0.5879481701002633 12000 0.4983674832361589 0.0005914764991518533 0.024320289865703764
16 0.39730182118091084 0.5860619265868426 12000 0.4983674832361589 0.0005199064497016486 0.022801457183733866
17 0.4007555391451275 0.5795389085324159 12000 0.4983674832361589 0.00045972552207940463 0.021441210835197826
18 0.4112289449354309 0.5769074059378234 12000 0.4983674832361589 0.0004031950256487099 0.0200797167721238
19 0.4138054734782527 0.5744666968343266 12000 0.4983674832361589 0.0003552413123855566 0.018847846359347175
20 0.41804621674599035 0.5738564474994966 12000 0.4983674832361589 0.00031532408782730903 0.017757367142324593
21 0.41967643752940087 0.5720570637346536 12000 0.4983674832361589 0.0002805123977435363 0.01674850434347904
22 0.4239466096917171 0.5689422723153423 12000 0.4983674832361589 0.00024987776541204166 0.01580752243117313
23 0.42928217254419565 0.568915549660761 12000 0.4983674832361589 0.0002226887645864081 0.014922759952046675
24 0.43044150189335967 0.5647453035300883 12000 0.4983674832361589 0.00019970309166712967 0.014131634430140403
25 0.43237114909824653 0.5644290558722193 12000 0.4983674832361589 0.0001784003048834579 0.013356657698820386
26 0.43275737660189434 0.5584323749528879 12000 0.4983674832361589 0.00016072183529076403 0.012677611576742838
27 0.4346302163302484 0.5562831234877122 12000 0.4983674832361589 0.00014417268713970866 0.01200719314160094
28 0.44420628035966425 0.5534309425154885 12000 0.4983674832361589 0.00013005123941442284 0.011404001026588118
29 0.4453588608614946 0.548220753107731 12000 0.4983674832361589 0.0001168713547009418 0.010810705559811616
30 0.44741074862277563 0.546095210275028 12000 0.4983674832361589 0.00010496890701294694 0.010245433471207889
31 0.448192480419055 0.5439640809223758 12000 0.4983674832361589 9.507789266804885e-05 0.009750789335640928
32 0.4509956135999985 0.5430780830447302 12000 0.4983674832361589 8.585793856628349e-05 0.009265955890585898
33 0.451917687681597 0.542112146577724 12000 0.4983674832361589 7.752033685451722e-05 0.008804563410784047
34 0.4530884860233325 0.542112146577724 12000 0.4983674832361589 6.981351546486933e-05 0.008355448250385453
35 0.45761553269009886 0.5402795348546854 12000 0.4983674832361589 6.333522672520407e-05 0.007958343214840893
36 0.458472038518099 0.5378783557223228 12000 0.4983674832361589 5.730605517542941e-05 0.007570076299181496
37 0.46330490691854065 0.5347730567705485 12000 0.4983674832361589 5.209515541623301e-05 0.0072176973763266785
38 0.4643944947287316 0.5344942995198088 12000 0.4983674832361589 4.7414539339557855e-05 0.006885821616884789
39 0.4648499816983511 0.532088430507774 12000 0.4983674832361589 4.3147726737286213e-05 0.006568692924569256
40 0.4658923116703036 0.5301794933715004 12000 0.4983674832361589 3.936618118522527e-05 0.006274247459673971
41 0.46656333251733395 0.5300976754727973 12000 0.4983674832361589 3.579948080805358e-05 0.005983266733821381
42 0.4672188717267006 0.5283440976952885 12000 0.4983674832361589 3.264718002892736e-05 0.005713771086500347
43 0.46850888649660627 0.5272667533914631 12000 0.4983674832361589 2.9917675597616745e-05 0.0054697052569235155
44 0.4699618745445754 0.5268406376158434 12000 0.4983674832361589 2.7409881222805005e-05 0.005235444701532526
45 0.4708211730795947 0.5265542619342078 12000 0.4983674832361589 2.4972066619425414e-05 0.004997205881232572
