tick lo hi live mean spread devi
0 2.0703499856389307e-05 0.9999274400439696 12000 0.4983674832361589 0.08313232063247841 0.2883267601740747
1 0.02474510212065456 0.9740669274182105 12000 0.4983910245396401 0.027064775398475734 0.16451375443553568
2 0.05051856579392937 0.8479790127990141 12000 0.49830084987758255 0.011463928912304374 0.10706973854597934
3 0.16009579650005717 0.8034585082730952 12000 0.4981108473392779 0.0063683099849031035 0.0798016916168016
4 0.16687923721827813 0.7783793875185632 12000 0.4980705537702803 0.004314587414729468 0.06568551906417021
5 0.18336193539225804 0.7904132499643518 12000 0.49799237595892343 0.003363740804125333 0.057997765509761955
6 0.2523309979497861 0.7208530895036662 12000 0.4980724227609267 0.002716957036081309 0.05212443799295402
7 0.21482370126191924 0.9316730589370124 12000 0.4982923324624457 0.002268325596794768 0.04762694192150876
8 0.2526460922387779 0.8449471836330692 12000 0.4985989093150949 0.001968523799321012 0.04436804930714232
9 0.2630616001063613 0.7758895694967308 12000 0.4983310874703 0.0016862113440864307 0.0410635037970024
10 0.20355308748661077 0.7569290429360434 12000 0.4985756792637842 0.0015094017444033602 0.038851019863104755
11 0.19821317060906601 0.7634620612668438 12000 0.4987395683565685 0.0013952968689106447 0.03735367276333941
12 0.25036196808031774 0.7515131200958398 12000 0.498675223018566 0.0012745515202779297 0.035700861618144876
13 0.2559354769783896 0.7331107170880411 12000 0.4985567994372844 0.0011568886516370664 0.03401306589587399
14 0.16502555823854093 0.7369694709339283 12000 0.4983830629612978 0.001059277859329895 0.03254654911553443
15 0.2540761322281421 0.747565963679136 12000 0.49865349779959 0.0010184805676656519 0.0319136423440768
16 0.23913683905807764 0.764052937292413 12000 0.4983956160821999 0.000981098701184914 0.031322495130256055
17 0.2354731962709932 0.753617153883583 12000 0.498472642960069 0.0009419997586907638 0.030692014575305477
18 0.24295762850329683 0.7537977538798135 12000 0.4985037445149187 0.0009556587114417486 0.03091373014441558
19 0.24720308640999494 0.8810190762859705 12000 0.49860489917484013 0.0008938600364290783 0.02989749214280486
