tick lo hi live mean spread devi
0 2.0703499856389307e-05 0.9999274400439696 12000 0.4983674832361589 0.08313232063247841 0.2883267601740747
1 0.026428404794975435 0.9847492252089811 12000 0.4982806978731191 0.026850101424892293 0.16386000556844948
2 0.08185609890596895 0.9378297075266067 12000 0.49906954871200937 0.01369837921959435 0.11704007527165364
3 0.0751002546922746 0.9181283167077913 12000 0.5005091659660822 0.009975687532672146 0.0998783636863968
4 0.0772355652829636 0.879594528521059 12000 0.5005126054868365 0.008854814519032956 0.09410002401186174
5 0.07621698311419456 0.9521108326861009 12000 0.4991996438333114 0.00856898422128217 0.0925688080364124
6 0.08202174301735593 0.9752836973240704 12000 0.49943036653001827 0.008273745635280274 0.09096013211995832
7 0.02534623148142967 0.891553250671764 12000 0.5009138079012915 0.00818815464942892 0.09048842273699392
8 0.07628129693694152 0.9715488298151 12000 0.5018604362080276 0.00785499241274701 0.08862839507035547
9 0.10286439031891965 0.9528481081576088 12000 0.5015161195702135 0.007780259675188172 0.08820578028217976
10 0.07686305958258122 0.8829252701495462 12000 0.500134207589447 0.00765889802770494 0.0875151302787406
11 0.025178760282740686 0.8976761255790985 12000 0.5007063038901223 0.007469462820781114 0.08642605406230874
12 0.07572748030146825 0.9689371154324555 12000 0.4991100678223709 0.007690638242007094 0.08769628408323293
13 0.051401394098619546 0.9423686817816208 12000 0.4996747349666478 0.007817112541586506 0.08841443627364541
14 0.06635323549888411 0.9620596323643461 12000 0.4989883928180919 0.00789436313320092 0.08885022866150047
15 0.008879288073245117 0.9121682163216512 12000 0.4996320162270191 0.007641888685701024 0.08741789682725742
16 0.016781446579478776 0.8642333285243966 12000 0.5016489486027336 0.007828987508754262 0.08848156592621009
17 0.05395074376084302 0.9747496836023979 12000 0.4999872147889959 0.00771704277769657 0.08784670043716251
18 0.11439593621565136 0.9105064440271372 12000 0.5016651158614258 0.0076597206909172905 0.08751983027244334
19 0.04604040419329014 0.9133393379748951 12000 0.5031153590953782 0.007560654721104772 0.08695202539966951
20 0.10105479098057674 0.9726965268452992 12000 0.5040941192923017 0.007744653828128817 0.0880037148541402
21 0.1420127336346963 0.9365216400129195 12000 0.5046949809733106 0.007486610233024847 0.0865251999883551
22 0.07316507980999548 0.8600640949794125 12000 0.5042659172414524 0.0074254737322873585 0.0861711885277635
23 0.02448490603560638 0.9702073249822807 12000 0.5068815347302905 0.0075659333588915315 0.08698237384028751
24 0.033066459353868205 0.9159895289418236 12000 0.5054650366641287 0.007732361870852919 0.08793384940313326
25 0.050435990736343084 0.8852697152473556 12000 0.5039825067277625 0.007681887079740065 0.08764637516600482
26 0.12105709061999512 0.8931840218881555 12000 0.5050631807915755 0.00769713032500826 0.08773329085933264
27 0.036541325556168236 0.8653219903486096 12000 0.5042910251244392 0.008088860998615922 0.08993809536906995
28 0.08421700773172203 0.9662558050004817 12000 0.5028561419881742 0.00756369768836611 0.08696952160594026
29 0.07681513066094176 0.9437665653454177 12000 0.5028940414086372 0.007606633054305309 0.08721601374922675
30 0.04719996781217067 0.9293380225575054 12000 0.50343807480868 0.007603599704405947 0.08719862214740522
31 0.13667835081253243 0.9351467747558264 12000 0.5034641970878186 0.007455461360898171 0.08634501352653881
32 0.06557285346310049 0.8989691451360289 12000 0.5022906867322721 0.007732761285801919 0.08793612048414416
33 0.1172439432434626 0.9081689597028908 12000 0.5035144928227144 0.0075118653666128654 0.08667101803147846
34 0.07131210107808728 0.9184617688672508 12000 0.501336706099947 0.007634599001940595 0.08737619242070803
35 0.115188219261248 0.9425717821405062 12000 0.5021471503168801 0.007713605852506092 0.08782713619665673
36 0.06446985543668537 0.8992619038809997 12000 0.5019007885288657 0.007471990918793861 0.08644067861136827
37 0.09080043562293122 0.8970509608042987 12000 0.5003609819952206 0.00768021014620282 0.0876368081698713
38 0.0940427477837355 0.9574172762929296 12000 0.4970360620667315 0.00799087142529955 0.08939167425045551
39 0.05794507944916352 0.9456240288926598 12000 0.4981197247236812 0.00803213172186447 0.0896221608859353
40 0.055490646514530007 0.9070137512337905 12000 0.49793660980685256 0.007990102865691052 0.08938737531492381
41 0.07562402206579966 0.9228038742708147 12000 0.49822990399999084 0.007922285965200919 0.0890072242304012
42 0.06177640713678695 0.9858199793124921 12000 0.49909321221019665 0.008275329260153586 0.09096883675277807
43 0.12527520877940695 0.9791454413950664 12000 0.4991429443523475 0.007824036578569771 0.08845358431725518
44 0.056518207868610004 0.9071464611770453 12000 0.49937753265524765 0.00797197848222149 0.0892859366430206
45 0.09615753512630387 0.8589420711060753 12000 0.49871598443582715 0.0078260297851619 0.08846485056315814
46 0.08621325955218023 0.8968340894872582 12000 0.49910975946923347 0.007545328139517574 0.08686384828867286
47 0.13678790378789243 0.9768467019997233 12000 0.4998987178519806 0.007713925191156909 0.08782895417319342
48 0.10168562920493279 0.9859576539319208 12000 0.4977623418696875 0.007681619276598155 0.08764484740472855
49 0.1315843178613813 0.8572344412782187 12000 0.496361575570842 0.007859744858666392 0.08865520209590858
50 0.07230561513599204 0.9695403202647813 12000 0.49630101063945825 0.007701883527336349 0.08776037561072964
51 0.04774117472455092 0.9386468597266303 12000 0.4965050073757577 0.007553250468311649 0.08690943831547669
52 0.04280423911538406 0.9062644194973488 12000 0.4971217680132868 0.007812908156043121 0.08839065649740996
53 0.07393936545506657 0.9027238298373046 12000 0.49642071118867376 0.007641380836008839 0.08741499205518947
54 0.05004517944354753 0.8646375773331114 12000 0.4962562949726959 0.0075123589458195575 0.08667386541408868
55 0.054272294133785925 0.8920872820195178 12000 0.4976952080932506 0.007593224940138087 0.08713911257373515
56 0.06674412670284186 0.9381464970306521 12000 0.4986168693889762 0.0077422310504249815 0.08798994857610147
57 0.11233946233676745 0.9180069748179047 12000 0.4986527357276146 0.007507502610515339 0.08664584589301058
58 0.04580409018646775 0.947458606811734 12000 0.4988500974496165 0.007786876832339773 0.08824328208050612
59 0.09723706068000709 0.9172491519656112 12000 0.49816442046993736 0.007747558918850101 0.08802021880710194
60 0.038329357694229904 0.9797438193879512 12000 0.4990148959097264 0.007707649297174585 0.08779321897034295
61 0.0439720820260493 0.8948912081733857 12000 0.4992786335929472 0.007587653548298979 0.08710713833147649
62 0.09354864328949629 0.9244511666413832 12000 0.5016425725253363 0.007582809915291769 0.08707933116010808
63 0.02313007238365039 0.9290582746193674 12000 0.5011948890070603 0.007569215726897478 0.08700123980092167
64 0.029126013636150694 0.9549085254650949 12000 0.4994641224294037 0.007536798883004281 0.08681473885812409
